4.29855,3.21521,3.17032,3.80956,2.89424
4.13200,3.14913,3.04114,3.52366,2.65194
4.24514,3.37977,3.58053,3.86408,2.67532
4.19771,3.34023,3.27678,3.85673,2.65584
4.05407,3.37096,3.45274,3.58045,2.64395
3.88398,3.47586,3.09978,3.39149,2.47613
4.01832,3.51068,3.18138,3.40373,2.46422
4.07519,3.55959,3.27166,3.49159,2.42138
3.89695,3.02106,3.17785,3.39635,2.38060
3.97847,3.21457,3.21079,3.47014,2.71155
4.27270,3.37009,3.20064,3.70587,2.64421
4.16996,3.19148,3.24754,3.78361,2.76425
3.93535,3.23585,3.35430,3.53726,2.62127
4.04009,3.59688,3.29643,3.62857,2.61673
4.12356,3.35970,3.49140,3.97035,2.41853
4.12933,3.38539,3.50413,3.69154,2.78709
4.11958,3.39151,3.50790,3.64244,2.79199
4.11147,3.37642,3.43191,3.70199,2.80022
4.13701,3.38782,3.44674,3.64402,2.83725
4.09659,3.31925,3.48901,3.67508,2.75879
4.16267,3.35108,3.44101,3.72152,2.82166
4.11541,3.35328,3.44791,3.66191,2.84389
4.10080,3.41744,3.46597,3.66486,2.79375
4.09929,3.39552,3.48920,3.59915,2.76514
3.67522,3.15649,3.24912,3.41686,2.50466
4.11040,3.31054,3.35255,3.69237,2.82184
4.14664,3.40734,3.43928,3.69474,2.83172
4.28613,3.53519,3.20383,3.74825,2.74257
4.24951,3.02786,3.15053,3.62280,2.67626
4.10349,3.31156,3.30553,3.68153,2.67301
4.40755,3.39945,3.50850,3.84494,2.58482
3.88527,3.26180,3.29654,3.49121,2.29211
4.29421,3.34136,3.03250,3.74966,2.80283
4.02844,3.38468,3.37550,3.53433,2.48797
4.14956,3.06163,3.06428,3.62025,2.43623
4.25937,3.27994,3.21258,3.89535,2.68533
4.33275,3.24469,3.02831,3.62229,2.87595
4.19852,3.25636,3.05544,3.73242,2.93787
4.37608,3.28149,3.03087,3.66483,2.69044
4.13028,3.34585,3.23152,3.60862,2.74415
4.09073,3.57210,3.22773,3.60454,2.83229
4.29543,3.13098,3.06183,3.58042,2.64884
3.99224,3.36487,3.41697,3.58397,2.68447
3.96374,3.31174,3.19591,3.65966,2.95411
4.44770,3.27894,3.20177,3.66871,2.56212
4.10728,3.59899,3.20198,3.76407,2.76665
3.91806,3.35396,3.38230,3.45551,2.68740
4.34029,3.26695,3.18729,3.83751,2.82772
4.33976,3.11241,3.13277,3.74169,2.71002
4.26176,3.44609,3.36447,3.65015,2.86333
3.97410,3.32625,3.18831,3.66558,2.94947
4.54065,2.98049,3.30139,3.75528,2.61168
4.26880,3.28807,3.30794,3.85495,2.73008
4.31301,3.24647,3.26373,3.67716,2.59436
4.31653,3.08938,3.24577,3.67718,2.77660
4.38672,3.46595,3.01525,3.66947,2.91795
4.27819,3.41960,3.52397,3.69483,2.78681
3.95494,3.08710,3.29403,3.59678,2.50588
4.23674,3.34535,3.43469,3.76026,2.84765
3.92873,3.18109,3.28519,3.45896,2.35487
4.13118,3.33118,3.49262,3.54237,2.49259
4.26379,3.48058,3.21116,3.88339,2.79962
4.21102,2.88374,3.01781,3.66228,2.53949
4.03219,3.39650,3.44268,3.62945,2.61062
